Semester,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Total_Visits,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Spring,MALE,12,1.25,126,-0.639,Tue,Intermediate,2021,0,8,1,0,0,0,1,0
Spring,FEMALE,16,3.812,141,0.274,Tue,Introductory,2021,0,9,1,0,0,0,1,0
Spring,FEMALE,15,3.8,122,-0.168,Tue,Introductory,2020,0,13,1,0,0,0,1,0
Spring,MALE,13,2.384,101,-0.33,Tue,Introductory,2018,0,9,1,0,0,0,1,0
Spring,MALE,19,3.062,132,-0.138,Tue,Intermediate,2018,0,20,0,0,0,0,1,0
Spring,FEMALE,19,3.25,133,0.371,Tue,Intermediate,2018,0,59,0,0,0,0,1,0
Spring,MALE,15,1.777,24,0.162,Tue,Introductory,2018,1,46,1,1,0,0,1,0
Spring,MALE,13,3.076,129,0.037,Tue,Introductory,2020,0,66,1,0,0,0,0,1
Spring,MALE,19,3.307,100,0.105,Tue,Introductory,2021,0,1,1,0,0,0,0,1
Spring,MALE,16,3.437,105,0.402,Tue,Introductory,2021,0,1,1,0,0,0,0,1
Spring,FEMALE,4,2,35,-0.212,Tue,Introductory,2018,1,5,1,0,0,0,0,1
Spring,FEMALE,10,2.714,152.05,0.105,Tue,Introductory,2020,0,5,1,1,0,0,0,1
Spring,FEMALE,16,3.625,141,-0.094,Tue,Introductory,2021,0,13,1,0,0,0,0,1
Spring,FEMALE,16,3.625,112,0.165,Tue,Introductory,2021,0,9,1,0,0,0,0,1
Spring,FEMALE,10,2.9,122,0.01,Tue,Advanced,2018,0,2,0,0,0,0,0,1
Spring,MALE,16,3.062,127,-0.35,Tue,Intermediate,2018,0,13,0,0,0,0,0,1
Spring,FEMALE,12,2.555,148,-0.16,Tue,Intermediate,2020,0,5,1,1,0,0,0,1
Spring,FEMALE,15,3.5,122,-0.335,Tue,Introductory,2018,0,5,0,0,0,0,0,1
Spring,FEMALE,19,3.4,125,0.132,Tue,Introductory,2019,0,15,1,0,0,0,0,1
Spring,FEMALE,17,3.647,125,0.225,Tue,Intermediate,2018,0,5,0,0,0,0,0,1
Spring,MALE,14,3.333,112,0.214,Tue,Intermediate,2021,0,12,1,0,0,0,0,1
Spring,MALE,16,3.625,40,0.013,Tue,Introductory,2018,1,34,1,0,0,0,0,1
Spring,FEMALE,16,3.812,125,0.012,Tue,Introductory,2021,0,6,1,0,0,0,0,1
Spring,FEMALE,20,4,62,0,Tue,Introductory,2018,1,15,1,1,0,0,0,1
Spring,FEMALE,16,1.6,50,-1.095,Tue,Graduate,2018,1,10,1,1,0,0,0,1
Spring,FEMALE,14,3.461,28,-0.039,Tue,Introductory,2018,1,10,0,1,0,0,0,1
Spring,MALE,16,3.625,108,0.11,Tue,Introductory,2021,0,4,1,0,0,0,0,1
Spring,MALE,14,3.333,160.5,0.181,Tue,Introductory,2021,0,13,1,1,0,0,0,1
Spring,FEMALE,17,3.764,133,-0.086,Tue,Introductory,2020,0,58,1,1,0,0,0,1
Spring,MALE,16,3.6,123,0.03,Tue,Advanced,2020,0,59,1,0,0,0,0,1
Spring,FEMALE,12,3,124,0.543,Tue,Introductory,2019,0,6,1,1,0,0,0,1
Spring,MALE,16,4,107,0,Tue,Introductory,2021,0,36,1,1,0,0,0,1
Spring,FEMALE,19,3.25,122,-0.204,Tue,Intermediate,2020,0,1,1,0,0,0,0,1
Spring,MALE,19,2.687,122,-0.419,Tue,Intermediate,2020,0,1,1,0,0,0,0,1
Spring,MALE,17,2.363,125,-0.03,Tue,Intermediate,2019,0,1,1,0,0,0,0,1
Spring,MALE,19,3.187,125,-0.813,Tue,Intermediate,2021,0,1,1,0,0,0,0,1
Spring,FEMALE,16,3.625,112,0.165,Tue,Introductory,2021,0,9,1,0,0,0,0,1
Spring,FEMALE,19,3.684,166,0.018,Wed,Intermediate,2018,0,18,0,0,0,0,0,0
Spring,FEMALE,16,3.812,112,0.112,Wed,Introductory,2021,0,9,1,0,0,0,0,0
Spring,FEMALE,19,3.684,166,0.018,Wed,Intermediate,2018,0,18,0,0,0,0,0,0
Spring,MALE,14,2.818,144,-0.59,Wed,Introductory,2020,0,149,1,1,0,0,0,0
Spring,MALE,16,3.769,137,0.515,Wed,Intermediate,2018,0,12,0,0,0,0,0,0
Spring,MALE,16,2.875,102,0.064,Wed,Introductory,2021,0,4,1,0,0,0,0,0
Spring,MALE,9,2.666,160,-0.053,Wed,Introductory,2020,0,26,1,1,0,0,0,0
Spring,MALE,15,2.933,146,-0.082,Wed,Introductory,2019,0,93,1,1,0,0,0,0
Spring,MALE,19,2.153,133,-0.351,Wed,Advanced,2018,0,23,0,0,0,0,0,0
Spring,FEMALE,14,3.357,145,-0.003,Wed,Advanced,2018,0,8,0,0,0,0,0,0
Spring,MALE,15,2.666,149,0.341,Wed,Intermediate,2019,0,1,1,0,0,0,0,0
Spring,MALE,15,2.8,88,-0.276,Wed,Introductory,2018,1,5,1,0,0,0,0,0
Spring,MALE,23,3.647,126,-0.013,Wed,Intermediate,2020,0,23,1,0,0,0,0,0
Spring,MALE,20,2.705,105,-0.456,Wed,Intermediate,2018,0,2,0,0,0,0,0,0
Spring,FEMALE,13,3,153,-0.431,Wed,Intermediate,2020,0,67,1,1,0,0,0,0
Spring,MALE,19,3.062,133,-0.144,Wed,Advanced,2020,0,3,1,0,0,0,0,0
Spring,FEMALE,17,2.285,131,-0.449,Wed,Intermediate,2018,0,12,0,0,0,0,0,0
Spring,FEMALE,16,2.823,136,0.071,Wed,Introductory,2018,0,53,1,1,0,0,0,0
Spring,MALE,16,3.8,122,0.78,Wed,Introductory,2019,0,60,1,0,0,0,0,0
Spring,FEMALE,20,4,123,0.112,Wed,Intermediate,2021,0,110,1,0,0,0,0,0
Spring,FEMALE,20,4,123,0.112,Wed,Intermediate,2021,0,110,1,0,0,0,0,0
Spring,FEMALE,20,2.588,144,-0.266,Wed,Intermediate,2018,0,17,0,0,0,0,0,0
Spring,FEMALE,15,3,133,0.33,Wed,Introductory,2019,0,12,1,0,0,0,0,0
Spring,MALE,17,3.437,128,-0.151,Wed,Intermediate,2020,0,44,1,0,0,0,0,0
Spring,MALE,15,2.4,128,-0.415,Wed,Introductory,2020,0,34,1,0,0,0,0,0
Spring,MALE,13,2.692,133,-0.347,Wed,Introductory,2020,0,95,1,1,0,0,0,0
Spring,FEMALE,14,3,97,0.18,Wed,Introductory,2021,0,30,1,0,0,0,0,0
Spring,MALE,16,3.625,40,0.013,Wed,Introductory,2018,1,34,1,0,0,0,0,0
Spring,FEMALE,16,2.615,127,-0.498,Wed,Intermediate,2019,0,16,1,0,0,0,1,0
Spring,FEMALE,14,1.818,99,-0.477,Wed,Intermediate,2021,0,18,1,0,0,0,1,0
Spring,FEMALE,16,3.307,109,0.307,Wed,Introductory,2021,0,39,1,0,0,0,1,0
Spring,FEMALE,16,4,156,0.024,Wed,Introductory,2020,0,22,1,1,0,0,1,0
Spring,FEMALE,16,3.8,120,-0.148,Wed,Intermediate,2021,0,8,1,1,0,0,1,0
Spring,FEMALE,17,3.538,139,-0.148,Wed,Intermediate,2021,0,18,1,1,0,0,1,0
Spring,MALE,16,3.062,127,-0.35,Wed,Introductory,2018,0,13,0,0,0,0,1,0
Spring,FEMALE,16,4,124,0,Wed,Introductory,2021,0,13,1,1,0,0,1,0
Spring,MALE,17,3.375,118,-0.078,Wed,Introductory,2021,0,11,1,1,0,0,1,0
Spring,MALE,15,1.75,59,-0.267,Wed,Intermediate,2018,1,19,1,0,0,0,1,0
Spring,MALE,15,2.6,128,0.129,Wed,Intermediate,2019,0,18,1,0,0,0,1,0
Spring,FEMALE,18,3.4,133,0.137,Wed,Introductory,2020,0,8,1,0,0,0,1,0
Spring,MALE,18,3.2,156,0.238,Wed,Advanced,2019,0,33,1,1,0,0,1,0
Spring,MALE,15,2.8,88,-0.276,Wed,Introductory,2018,1,5,1,0,0,0,1,0
Spring,MALE,16,2.666,58,1.22,Wed,Graduate,2020,1,3,1,1,0,0,1,0
Spring,FEMALE,16,3.625,141,-0.094,Wed,Introductory,2021,0,13,1,0,0,0,1,0
Spring,MALE,14,1,106,-1.852,Wed,Introductory,2021,0,33,1,1,0,0,1,0
Spring,FEMALE,20,4,123,0.112,Wed,Graduate,2021,0,110,1,1,0,0,1,0
Spring,FEMALE,22,3.5,167,-0.271,Wed,Advanced,2020,0,7,1,1,0,0,1,0
Spring,FEMALE,16,4,127,0.029,Wed,Introductory,2020,0,5,1,0,0,0,1,0
Spring,FEMALE,18,3.666,87,-0.014,Wed,Graduate,2021,0,6,1,1,0,0,1,0
Spring,FEMALE,16,3.812,132,0.044,Wed,Introductory,2020,0,3,1,0,0,0,1,0
Spring,MALE,14,3.357,158.19,0.251,Wed,Advanced,2018,0,9,0,0,0,0,1,0
Spring,FEMALE,16,3.538,145,-0.051,Wed,Intermediate,2020,0,9,1,1,0,0,1,0
Spring,MALE,19,3.437,122,0.337,Wed,Intermediate,2020,0,9,1,0,0,0,1,0
Spring,MALE,18,3,40,0.334,Wed,Intermediate,2018,1,41,1,0,0,0,1,0
Spring,FEMALE,22,3.526,123,0.42,Wed,Intermediate,2018,0,12,0,0,0,0,1,0
Spring,MALE,16,3.5,86,0.756,Wed,Intermediate,2021,0,80,1,0,0,0,1,0
Spring,FEMALE,14,3.571,49,0.275,Wed,Introductory,2018,1,9,1,0,0,0,1,0
Spring,FEMALE,14,3.357,145,-0.003,Wed,Advanced,2018,0,8,0,0,0,0,1,0
Spring,FEMALE,14,2.875,125,-0.297,Wed,Advanced,2018,0,19,0,0,0,0,1,0
Spring,FEMALE,14,3,125,0.651,Wed,Advanced,2020,0,2,1,0,0,0,1,0
Spring,FEMALE,14,2.714,123,2.714,Wed,Introductory,2021,0,5,1,0,0,0,1,0
Spring,FEMALE,15,3.3,128,-0.288,Wed,Introductory,2021,0,34,1,1,0,0,1,0
Spring,FEMALE,10,2.714,152.05,0.105,Wed,Introductory,2020,0,5,1,1,0,0,1,0
Spring,MALE,16,3.25,111,-0.107,Wed,Introductory,2021,0,2,1,0,0,0,1,0
Spring,MALE,18,2.933,127,-0.127,Wed,Advanced,2018,0,4,0,0,0,0,1,0
Spring,MALE,17,3.823,128,0.132,Wed,Advanced,2018,0,35,0,0,0,0,1,0
Spring,MALE,14,3,133,0.054,Wed,Introductory,2018,0,3,0,0,0,0,1,0
Spring,FEMALE,18,3.6,133,-0.16,Wed,Advanced,2020,0,36,1,0,0,0,1,0
Spring,MALE,16,3.076,89,0.24,Wed,Intermediate,2018,1,18,1,0,0,0,1,0
Spring,FEMALE,17,3.916,125,0.053,Wed,Introductory,2021,0,7,1,0,0,0,1,0
Spring,FEMALE,16,3.25,123,-0.466,Wed,Introductory,2021,0,39,1,1,0,0,1,0
Spring,FEMALE,12,3.5,134,0.294,Wed,Introductory,2020,0,25,1,0,0,0,1,0
Spring,MALE,10,3.666,135,0.205,Wed,Intermediate,2020,0,8,1,0,0,0,1,0
Spring,FEMALE,15,2.4,107,-0.885,Wed,Introductory,2021,0,58,1,0,0,0,1,0
Spring,FEMALE,20,3.55,171,-0.45,Wed,Intermediate,2021,0,24,1,0,0,0,1,0
Spring,MALE,16,3.625,124,0.304,Wed,Introductory,2020,0,87,1,0,0,0,1,0
Spring,FEMALE,16,3.812,112,0.112,Wed,Introductory,2021,0,9,1,0,0,0,1,0
Spring,FEMALE,24,3.75,155,-0.004,Wed,Graduate,2020,0,22,1,1,0,0,1,0
Spring,FEMALE,15,4,124,0.818,Wed,Introductory,2021,0,10,1,1,0,0,1,0
Spring,FEMALE,18,3.666,87,-0.014,Wed,Graduate,2021,0,6,1,1,0,0,1,0
Spring,MALE,17,3.812,112,0.262,Wed,Introductory,2021,0,19,1,1,0,0,1,0
Spring,MALE,14,2.818,144,-0.59,Wed,Introductory,2020,0,149,1,1,0,0,1,0
Spring,MALE,17,3.5,122,-0.184,Wed,Introductory,2021,0,5,1,1,0,0,1,0
Spring,MALE,22,2.875,94,0.089,Wed,Introductory,2018,0,4,1,0,0,0,0,1
Spring,FEMALE,15,3.8,122,-0.168,Wed,Introductory,2020,0,13,1,0,0,0,0,1
Spring,MALE,14,2.642,156,-0.577,Wed,Introductory,2020,0,13,1,1,0,0,0,1
Spring,FEMALE,15,2.4,107,-0.885,Wed,Introductory,2021,0,58,1,1,0,0,0,1
Spring,MALE,5,3,132,0.186,Wed,Introductory,2020,0,10,1,1,0,0,0,1
Spring,FEMALE,16,4,156,0.024,Wed,Introductory,2020,0,22,1,1,0,0,0,1
Spring,FEMALE,21,3.5,149,-0.5,Wed,Intermediate,2020,1,30,1,1,0,0,0,1
Spring,FEMALE,17,2.47,62,-0.116,Wed,Intermediate,2018,1,14,1,0,0,0,0,1
Spring,FEMALE,14,1.928,96,-0.772,Wed,Intermediate,2021,0,7,1,0,0,0,0,1
Spring,FEMALE,12,2.5,125,-0.35,Wed,Intermediate,2019,0,2,1,0,0,0,0,1
Spring,FEMALE,15,2.6,126,-0.913,Wed,Intermediate,2020,0,8,1,0,0,0,0,1
Spring,FEMALE,13,1.857,74,-0.22,Wed,Intermediate,2021,0,2,1,0,0,0,0,1
Spring,MALE,21,1.941,117,-0.09,Wed,Intermediate,2021,0,13,1,0,0,0,0,1
Spring,FEMALE,13,4,115,0.389,Wed,Intermediate,2021,0,13,1,0,0,0,0,1
Spring,FEMALE,16,4,107,0.038,Wed,Intermediate,2021,0,20,1,0,0,0,0,1
Spring,FEMALE,16,3,89,-0.256,Wed,Intermediate,2021,0,7,1,0,0,0,0,1
Spring,MALE,12,2.5,122,-0.73,Wed,Intermediate,2020,0,8,1,0,0,0,0,1
Spring,FEMALE,13,4,131,0.308,Wed,Introductory,2020,0,5,1,0,0,0,0,1
Spring,MALE,15,1.75,71,-0.5,Wed,Introductory,2018,1,2,1,0,0,0,0,1
Spring,MALE,16,2.812,122,-0.188,Wed,Introductory,2021,0,11,1,1,0,0,0,1
Spring,MALE,16,2.875,31,-0.405,Wed,Introductory,2018,1,6,0,0,0,0,0,1
Spring,MALE,15,1.25,128,-1.556,Wed,Intermediate,2021,0,14,1,0,0,0,0,1
Spring,MALE,16,3.6,123,0.03,Wed,Introductory,2020,0,59,1,1,0,0,0,1
Spring,MALE,21,1.941,117,-0.09,Wed,Graduate,2021,0,13,1,1,0,0,0,1
Spring,MALE,16,3.8,122,0.78,Wed,Introductory,2019,0,60,1,0,0,0,0,1
Spring,MALE,24,4,126,0,Wed,Introductory,2021,0,10,1,1,0,0,0,1
Spring,FEMALE,14,2.875,125,-0.297,Wed,Advanced,2018,0,19,0,0,0,0,0,1
Spring,FEMALE,17,4,134,0.252,Wed,Introductory,2020,0,13,1,1,0,0,0,1
Spring,MALE,14,3.285,122,-0.149,Wed,Advanced,2018,0,2,0,0,0,0,0,1
Spring,FEMALE,16,4,95,0,Wed,Introductory,2021,0,6,1,0,0,0,0,1
Spring,MALE,16,3.062,133,-0.438,Wed,Introductory,2021,0,11,1,0,0,0,0,1
Spring,FEMALE,17,2.909,119,1.555,Thu,Introductory,2021,0,4,1,0,0,0,0,0
Spring,MALE,15,1.8,126,-0.345,Thu,Introductory,2019,0,3,1,1,0,0,0,0
Spring,FEMALE,14,3.357,145,-0.003,Thu,Advanced,2018,0,8,0,0,0,0,0,0
Spring,MALE,16,2.062,122,-0.318,Thu,Intermediate,2021,0,18,1,0,0,0,0,0
Spring,MALE,16,3.625,124,0.304,Thu,Advanced,2020,0,87,1,0,0,0,0,0
Spring,MALE,16,3.6,123,0.03,Thu,Intermediate,2020,0,59,1,0,0,0,0,0
Spring,MALE,17,2.428,137,-0.294,Thu,Advanced,2018,0,63,0,1,0,0,0,0
Spring,MALE,15,1.777,24,0.162,Thu,Introductory,2018,1,46,1,1,0,0,0,0
Spring,FEMALE,13,3,153,-0.431,Thu,Introductory,2020,0,67,1,0,0,0,0,0
Spring,MALE,12,2.615,108,-0.062,Thu,Intermediate,2021,0,57,1,0,0,0,0,0
Spring,MALE,13,2.769,122,0.126,Thu,Intermediate,2020,0,5,1,0,0,0,0,0
Spring,MALE,16,3.062,127,-0.35,Thu,Intermediate,2018,0,13,0,0,0,0,0,0
Spring,FEMALE,24,3.75,155,-0.004,Thu,Graduate,2020,0,22,1,1,0,0,0,0
Spring,MALE,15,3.333,138,0.995,Thu,Introductory,2021,0,4,1,1,0,0,1,0
Spring,FEMALE,18,2.888,197,-0.069,Thu,Introductory,2018,0,15,0,1,0,0,1,0
Spring,FEMALE,12,2.75,79,-0.174,Thu,Intermediate,2018,0,48,0,0,0,0,1,0
Spring,MALE,16,3.625,124,0.304,Thu,Introductory,2020,0,87,1,0,0,0,1,0
Spring,FEMALE,15,3.733,125,0.164,Thu,Advanced,2018,0,8,1,0,0,0,1,0
Spring,FEMALE,13,3.23,49,0.294,Thu,Intermediate,2018,1,2,1,0,0,0,1,0
Spring,FEMALE,19,3.812,112,0.202,Thu,Introductory,2021,0,3,1,0,0,0,1,0
Spring,FEMALE,11,2.909,128,-0.356,Thu,Intermediate,2019,0,22,1,0,0,0,1,0
Spring,FEMALE,16,3.538,114,0.058,Thu,Intermediate,2021,0,8,1,0,0,0,1,0
Spring,MALE,16,3.5,86,0.756,Thu,Introductory,2021,0,80,1,0,0,0,1,0
Spring,FEMALE,20,3.55,171,-0.45,Thu,Intermediate,2021,0,24,1,0,0,0,1,0
Spring,FEMALE,22,3.5,167,-0.271,Thu,Advanced,2020,0,7,1,1,0,0,1,0
Spring,MALE,13,2.692,133,-0.347,Thu,Intermediate,2020,0,95,1,0,0,0,1,0
Spring,FEMALE,14,3.214,122,-0.406,Thu,Advanced,2020,0,31,1,0,0,0,1,0
Spring,MALE,18,3,40,0.334,Thu,Graduate,2018,1,41,1,1,0,0,1,0
Spring,FEMALE,20,3.571,127.34,-0.102,Thu,Graduate,2020,0,6,1,1,0,0,1,0
Spring,MALE,17,2,109,0.087,Thu,Intermediate,2021,0,10,1,0,0,0,1,0
Spring,FEMALE,17,1.875,58,-0.803,Thu,Introductory,2018,1,1,1,1,0,0,1,0
Spring,MALE,19,4,122,0.202,Thu,Intermediate,2020,0,6,1,0,0,0,1,0
Spring,MALE,15,3.2,30,-0.133,Thu,Intermediate,2018,1,55,0,0,0,0,1,0
Spring,FEMALE,24,3.75,155,-0.004,Thu,Graduate,2020,0,22,1,1,0,0,1,0
Spring,FEMALE,16,2.823,136,0.071,Thu,Introductory,2018,0,53,1,1,0,0,1,0
Spring,MALE,16,2.875,116.5,0.181,Thu,Introductory,2021,0,11,1,0,0,0,1,0
Spring,MALE,17,3.812,112,0.262,Thu,Introductory,2021,0,19,1,1,0,0,1,0
Spring,MALE,15,3.333,138,0.995,Thu,Introductory,2021,0,4,1,1,0,0,1,0
Spring,FEMALE,17,2.47,62,-0.116,Thu,Introductory,2018,1,14,1,0,0,0,1,0
Spring,MALE,13,2.769,122,0.126,Thu,Intermediate,2020,0,5,1,0,0,0,1,0
Spring,MALE,17,3.571,114,-0.165,Thu,Intermediate,2021,0,25,1,0,0,0,1,0
Spring,MALE,14,2.818,144,-0.59,Thu,Introductory,2020,0,149,1,1,0,0,1,0
Spring,FEMALE,16,1.6,50,-1.095,Thu,Graduate,2018,1,10,1,1,0,0,1,0
Spring,FEMALE,13,3.769,110,-0.165,Thu,Intermediate,2021,0,2,1,0,0,0,1,0
Spring,FEMALE,14,3.461,28,-0.039,Thu,Introductory,2018,1,10,0,1,0,0,1,0
Spring,FEMALE,16,3.769,31,-0.073,Thu,Intermediate,2018,1,25,1,0,0,0,1,0
Spring,FEMALE,16,3,85,0.451,Thu,Intermediate,2021,0,9,1,0,0,0,1,0
Spring,FEMALE,18,2.8,62,0.015,Thu,Intermediate,2018,1,2,1,0,0,0,1,0
Spring,FEMALE,14,2.8,126,-0.328,Thu,Intermediate,2021,0,1,1,0,0,0,1,0
Spring,MALE,18,2.714,111,-0.319,Thu,Introductory,2021,0,10,1,1,0,0,1,0
Spring,FEMALE,21,2.333,49,0.467,Thu,Graduate,2019,1,63,1,1,0,0,1,0
Spring,FEMALE,15,2.8,109,-0.879,Thu,Introductory,2021,0,9,1,1,0,0,0,1
Spring,MALE,19,3.25,122,0.055,Thu,Introductory,2021,0,6,1,0,0,0,0,1
Spring,FEMALE,17,3.538,139,-0.148,Thu,Advanced,2021,0,18,1,0,0,0,0,1
Spring,FEMALE,17,4,118,0.225,Thu,Advanced,2021,0,9,1,0,0,0,0,1
Spring,MALE,13,2.923,104,-0.708,Thu,Advanced,2018,0,7,0,0,0,0,0,1
Spring,FEMALE,11,2.909,128,-0.356,Thu,Intermediate,2019,0,22,1,0,0,0,0,1
Spring,FEMALE,15,3.785,137,-0.121,Thu,Advanced,2021,0,9,1,0,0,0,0,1
Spring,MALE,15,2.6,124,-0.306,Thu,Intermediate,2020,0,15,1,0,0,0,0,1
Spring,FEMALE,22,4,144,0.069,Thu,Advanced,2021,0,11,1,0,0,0,0,1
Spring,MALE,17,3.812,112,0.262,Thu,Introductory,2021,0,19,1,1,0,0,0,1
Spring,FEMALE,16,4,137,0.47,Thu,Intermediate,2018,0,1,0,0,0,0,0,1
Spring,MALE,12,3.25,122,0.116,Thu,Introductory,2018,0,2,0,0,0,0,0,1
Spring,MALE,21,3,119,-0.105,Thu,Intermediate,2020,0,20,1,0,0,0,0,1
Spring,FEMALE,16,2.75,153,-0.11,Thu,Intermediate,2020,0,8,1,0,0,0,0,1
Spring,FEMALE,13,3,153,-0.431,Thu,Intermediate,2020,0,67,1,1,0,0,0,1
Spring,FEMALE,15,2.666,160,-0.369,Thu,Intermediate,2020,0,25,1,0,0,0,0,1
Spring,MALE,5,0,193,-2.054,Thu,Introductory,2018,0,24,0,1,0,0,0,1
Spring,MALE,14,3.333,112,0.214,Thu,Intermediate,2021,0,12,1,0,0,0,0,1
Spring,MALE,14,2.642,156,-0.577,Thu,Introductory,2020,0,13,1,1,0,0,0,1
Spring,FEMALE,24,3.75,155,-0.004,Thu,Graduate,2020,0,22,1,1,0,0,0,1
Spring,MALE,17,2.428,137,-0.294,Thu,Advanced,2018,0,63,0,1,0,0,0,1
Spring,FEMALE,19,2,108,-0.716,Thu,Graduate,2020,0,27,1,1,0,0,0,1
Spring,MALE,19,3.368,143,-0.354,Fri,Intermediate,2018,0,47,0,1,0,0,0,0
Spring,MALE,17,2.428,137,-0.294,Fri,Advanced,2018,0,63,0,1,0,0,0,0
Spring,MALE,9,2.666,160,-0.053,Fri,Introductory,2020,0,26,1,1,0,0,0,0
Spring,MALE,19,3.6,114,0.575,Fri,Introductory,2021,0,32,1,0,0,0,0,0
Spring,MALE,14,3.333,160.5,0.181,Fri,Introductory,2021,0,13,1,1,0,0,0,0
Spring,FEMALE,12,3.25,162.81,-0.583,Fri,Introductory,2021,0,5,1,0,0,0,0,0
Spring,MALE,16,4,107,0,Fri,Introductory,2021,0,36,1,1,0,0,0,0
Spring,MALE,12,2.75,155,0.57,Fri,Introductory,2020,0,38,1,1,0,0,0,0
Spring,FEMALE,16,3.8,132,0.533,Fri,Introductory,2020,0,11,1,1,0,0,1,0
Spring,FEMALE,15,3.6,155,0.364,Fri,Intermediate,2018,0,1,0,0,0,0,1,0
Spring,MALE,15,1.777,24,0.162,Fri,Introductory,2018,1,46,1,1,0,0,1,0
Spring,MALE,15,2.6,128,0.129,Fri,Intermediate,2019,0,18,1,0,0,0,1,0
Spring,MALE,13,3.076,129,0.037,Fri,Intermediate,2020,0,66,1,0,0,0,1,0
Spring,FEMALE,21,3.666,210,-0.011,Fri,Advanced,2020,0,13,1,1,0,0,1,0
Spring,MALE,12,2.615,108,-0.062,Fri,Advanced,2021,0,57,1,0,0,0,1,0
Spring,FEMALE,1,0,98,-3.833,Fri,Graduate,2018,0,25,0,0,0,0,1,0
Spring,FEMALE,16,2.823,136,0.071,Fri,Introductory,2018,0,53,1,1,0,0,1,0
Spring,MALE,14,3.333,160.5,0.181,Fri,Introductory,2021,0,13,1,1,0,0,1,0
Spring,FEMALE,16,4,156,0.024,Fri,Introductory,2020,0,22,1,1,0,0,1,0
Spring,MALE,17,3.812,31,-0.068,Sun,Introductory,2018,1,1,1,1,0,0,0,1
Spring,MALE,14,2,119,-0.579,Sun,Introductory,2021,0,14,1,1,0,0,0,1
Spring,MALE,15,1.777,24,0.162,Sun,Introductory,2018,1,46,1,1,0,0,0,1
Spring,MALE,19,3.368,143,-0.354,Sun,Intermediate,2018,0,47,0,1,0,0,0,1
Spring,MALE,15,3.727,57,-0.123,Sun,Introductory,2018,1,11,1,1,0,0,0,1
Spring,MALE,17,2.428,137,-0.294,Mon,Advanced,2018,0,63,0,1,0,0,0,0
Spring,FEMALE,13,2.8,62,-0.54,Mon,Introductory,2018,1,20,1,0,0,0,0,0
Spring,FEMALE,12,3,148,-0.13,Mon,Introductory,2020,0,5,1,0,0,0,0,0
Spring,MALE,15,1.5,12,-0.833,Mon,Graduate,2018,1,31,1,1,0,0,0,0
Spring,MALE,15,4,132,0.094,Mon,Introductory,2020,0,2,1,0,0,0,0,0
Spring,MALE,15,2.933,146,-0.082,Mon,Introductory,2019,0,93,1,1,0,0,0,0
Spring,MALE,14,2.818,144,-0.59,Mon,Introductory,2020,0,149,1,1,0,0,0,0
Spring,MALE,19,2.23,98,-0.27,Mon,Introductory,2021,0,8,1,0,0,0,0,0
Spring,MALE,9,2.666,160,-0.053,Mon,Introductory,2020,0,26,1,1,0,0,0,0
Spring,MALE,16,3.666,88,0.74,Mon,Introductory,2021,0,17,1,0,0,0,0,0
Spring,FEMALE,14,3.785,143,0.213,Mon,Introductory,2021,0,34,1,1,0,0,0,0
Spring,FEMALE,16,3.727,125,0.641,Mon,Introductory,2020,0,5,1,1,0,0,0,0
Spring,FEMALE,18,3.411,128,0.403,Mon,Intermediate,2020,0,8,1,0,0,0,0,0
Spring,MALE,18,3.47,114,-0.215,Mon,Introductory,2021,0,67,1,0,0,0,0,0
Spring,MALE,14,4,126,1.357,Mon,Intermediate,2018,0,2,1,0,0,0,0,0
Spring,MALE,17,3.437,128,-0.151,Mon,Intermediate,2020,0,44,1,0,0,0,0,0
Spring,FEMALE,15,2.5,125,-0.613,Mon,Introductory,2020,0,2,1,1,0,0,0,0
Spring,MALE,13,2.692,133,-0.347,Mon,Advanced,2020,0,95,1,0,0,0,0,0
Spring,FEMALE,20,4,123,0.112,Mon,Advanced,2021,0,110,1,0,0,0,0,0
Spring,FEMALE,18,3.823,123,-0.062,Mon,Intermediate,2021,0,4,1,1,0,0,1,0
Spring,FEMALE,22,3.25,123,-0.24,Mon,Intermediate,2021,0,4,1,1,0,0,1,0
Spring,FEMALE,17,3.538,139,-0.148,Mon,Intermediate,2021,0,18,1,1,0,0,1,0
Spring,FEMALE,16,3.8,120,-0.148,Mon,Intermediate,2021,0,8,1,1,0,0,1,0
Spring,FEMALE,14,1.818,99,-0.477,Mon,Intermediate,2021,0,18,1,0,0,0,1,0
Spring,MALE,12,2.5,110,-0.611,Mon,Intermediate,2021,0,15,1,0,0,0,1,0
Spring,FEMALE,17,2.529,99,-0.226,Mon,Introductory,2021,0,8,1,0,0,0,1,0
Spring,FEMALE,19,1.692,26,-0.769,Mon,Introductory,2018,1,8,1,0,0,0,1,0
Spring,FEMALE,17,1.7,79,-0.489,Mon,Intermediate,2020,0,5,1,0,0,0,1,0
Spring,MALE,17,2.411,132,-0.589,Mon,Introductory,2021,0,34,1,0,0,0,1,0
Spring,FEMALE,12,2.25,161,-0.458,Mon,Introductory,2019,0,39,1,0,0,0,1,0
Spring,FEMALE,18,3.166,127,-0.413,Mon,Intermediate,2020,0,2,1,0,0,0,1,0
