Semester,Semester_Week,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Month,Hour_of_Day,Course_Level,Class_Standing_BGSU,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT
Spring 2017,12,67,MALE,18,3.833,143,0.069,Thu,Mar,18,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,12,92,MALE,20,3.058,124,-0.119,Thu,Mar,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,112,MALE,15,3,128,-0.094,Thu,Mar,18,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,12,62,FEMALE,16,3.625,133,0.252,Thu,Mar,18,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,12,187,MALE,15,2.866,149,0.385,Thu,Mar,18,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,12,62,FEMALE,19,2.421,132,-0.589,Thu,Mar,18,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,12,33,FEMALE,16,4,122,0,Thu,Mar,18,Intermediate,Extended,2021,0,FALSE,FALSE,TRUE
Spring 2017,12,55,MALE,15,3.8,128,0.246,Thu,Mar,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,72,FEMALE,13,2.153,122,-0.224,Thu,Mar,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,56,MALE,12,2.333,28,0.278,Thu,Mar,18,Advanced,Freshman,2018,1,TRUE,TRUE,FALSE
Spring 2017,12,43,FEMALE,15,2.416,133,-0.441,Thu,Mar,18,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,12,159,MALE,16,3.25,137,0.729,Thu,Mar,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,63,MALE,12,1.833,129,-0.889,Thu,Mar,19,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,12,100,FEMALE,13,4,35,0,Thu,Mar,19,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Spring 2017,12,25,MALE,14,3,44,0.41,Thu,Mar,19,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Spring 2017,12,123,MALE,17,3.571,133,0.593,Thu,Mar,19,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,12,29,MALE,15,3.111,122,-0.037,Thu,Mar,19,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,12,71,FEMALE,18,3.5,147,-0.22,Thu,Mar,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,54,MALE,14,3.363,126,0.2,Thu,Mar,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,82,FEMALE,16,3.75,97,0.458,Thu,Mar,20,Introductory,Senior,2018,0,FALSE,TRUE,FALSE
Spring 2017,12,88,FEMALE,15,3.666,151,0.166,Thu,Mar,20,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,12,80,FEMALE,16,2.916,79,-0.008,Thu,Mar,20,Introductory,Junior,2018,0,TRUE,TRUE,FALSE
Spring 2017,12,59,MALE,13,2,156,-1.048,Thu,Mar,20,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,12,46,MALE,12,3,122,-0.271,Thu,Mar,21,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,164,MALE,13,2.076,146,-0.524,Fri,Mar,8,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,12,106,MALE,12,3,130,0.598,Fri,Mar,9,Intermediate,Extended,2020,0,FALSE,FALSE,TRUE
Spring 2017,12,77,FEMALE,24,3.055,163,-0.242,Fri,Mar,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,21,MALE,16,2.538,164,-0.276,Fri,Mar,9,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,12,26,MALE,17,3.058,153.99,0.221,Fri,Mar,10,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,12,58,MALE,15,3.666,123,0.096,Fri,Mar,11,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,12,19,MALE,12,2.666,163,-0.094,Fri,Mar,11,Introductory,Extended,2017,0,FALSE,TRUE,FALSE
Spring 2017,12,233,FEMALE,6,2.5,105,-0.765,Fri,Mar,11,Intermediate,Senior,2017,0,TRUE,FALSE,TRUE
Spring 2017,12,93,FEMALE,12,2.5,89,-0.817,Fri,Mar,11,Introductory,Junior,2017,0,TRUE,TRUE,FALSE
Spring 2017,12,127,MALE,15,2.916,125,0.124,Fri,Mar,11,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,12,49,MALE,15,3.111,122,-0.037,Fri,Mar,12,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,12,269,MALE,12,4,27,0,Fri,Mar,12,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Spring 2017,12,153,MALE,14,2.642,104,-0.13,Fri,Mar,12,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2017,12,124,FEMALE,24,3.4,153,-0.031,Fri,Mar,12,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,12,61,FEMALE,24,3.055,163,-0.242,Fri,Mar,12,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,55,MALE,17,3.666,45,1.01,Fri,Mar,12,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Spring 2017,12,52,FEMALE,16,4,142,0.312,Fri,Mar,12,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,12,88,MALE,17,3.529,124,-0.034,Fri,Mar,12,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,54,MALE,15,2.666,133,-0.257,Fri,Mar,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,117,MALE,12,2.166,93,-0.298,Fri,Mar,13,Introductory,Senior,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,64,MALE,12,1.833,129,-0.889,Fri,Mar,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,12,63,MALE,15,3.266,132,0.066,Fri,Mar,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,12,105,FEMALE,15,2,82,-0.328,Fri,Mar,14,Intermediate,Junior,2017,0,TRUE,FALSE,TRUE
Spring 2017,12,53,MALE,16,2.538,164,-0.276,Fri,Mar,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,12,25,MALE,13,3.769,128,0.181,Fri,Mar,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,12,78,MALE,14,2.272,141,-0.357,Fri,Mar,14,Intermediate,Extended,2019,0,FALSE,FALSE,TRUE
Spring 2017,12,38,MALE,12,2.333,28,0.278,Fri,Mar,14,Advanced,Freshman,2018,1,TRUE,TRUE,FALSE
Spring 2017,12,54,MALE,13,2.666,28,-0.228,Fri,Mar,15,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Spring 2017,12,78,MALE,17,3.529,124,-0.034,Fri,Mar,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,35,MALE,13,3.769,128,0.181,Fri,Mar,15,Intermediate,Extended,2020,0,FALSE,FALSE,TRUE
Spring 2017,12,52,MALE,15,2.916,125,0.124,Fri,Mar,15,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,12,44,FEMALE,12,2.222,125,-0.431,Fri,Mar,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,29,FEMALE,20,3.588,148,0.117,Fri,Mar,15,Intermediate,Extended,2021,0,FALSE,FALSE,TRUE
Spring 2017,12,81,MALE,10,2.769,137,0.213,Sun,Apr,18,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,12,10,MALE,16,3,131,-0.25,Sun,Apr,18,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,12,26,FEMALE,19,3.769,125,-0.006,Sun,Apr,18,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,12,84,FEMALE,16,3.769,122,0.087,Sun,Apr,18,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,12,48,MALE,13,3.538,122,0.16,Sun,Apr,18,Intermediate,Extended,2020,0,FALSE,FALSE,TRUE
Spring 2017,12,62,FEMALE,14,3.357,123,-0.319,Sun,Apr,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,12,51,MALE,19,2.812,128,0.206,Sun,Apr,19,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,12,45,MALE,18,3.2,122,-0.145,Sun,Apr,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,109,MALE,15,3.6,122,-0.08,Sun,Apr,20,Intermediate,Extended,2019,0,FALSE,FALSE,TRUE
Spring 2017,12,53,FEMALE,12,3.666,131,0.244,Sun,Apr,20,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,12,86,FEMALE,13,3.23,126,0.417,Sun,Apr,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,86,FEMALE,19,2.555,147,-0.988,Sun,Apr,20,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,12,58,MALE,16,3.8,139,0.207,Sun,Apr,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,12,24,MALE,15,4,134,0.495,Sun,Apr,21,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,12,24,MALE,16,3.812,123,0.527,Sun,Apr,21,Intermediate,Extended,2020,0,FALSE,FALSE,TRUE
Spring 2017,12,24,MALE,16,2.812,122,-0.197,Sun,Apr,21,Intermediate,Extended,2020,0,FALSE,FALSE,TRUE
Spring 2017,13,68,MALE,15,4,134,0.495,Mon,Apr,9,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,102,MALE,15,3.4,122,0.284,Mon,Apr,9,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,46,FEMALE,15,2.8,163,-0.419,Mon,Apr,9,Intermediate,Extended,2019,0,FALSE,FALSE,TRUE
Spring 2017,13,211,MALE,12,2.5,131,0.147,Mon,Apr,9,Intermediate,Extended,2019,0,FALSE,FALSE,TRUE
Spring 2017,13,31,FEMALE,16,3.062,128,-0.232,Mon,Apr,9,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,246,MALE,13,3,136,0.008,Mon,Apr,9,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,69,FEMALE,14,3.714,48,-0.286,Mon,Apr,9,Introductory,Sophomore,2020,1,FALSE,FALSE,FALSE
Spring 2017,13,75,FEMALE,13,2.846,105,-0.404,Mon,Apr,10,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2017,13,239,FEMALE,14,3.642,126,-0.358,Mon,Apr,10,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2017,13,105,MALE,16,3.4,56,0.342,Mon,Apr,11,Intermediate,Sophomore,2017,1,TRUE,FALSE,FALSE
Spring 2017,13,107,MALE,12,4,122,0,Mon,Apr,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,51,FEMALE,16,2.666,143,-0.687,Mon,Apr,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,113,FEMALE,16,4,142,0.312,Mon,Apr,11,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,13,130,MALE,17,3,148,0.188,Mon,Apr,12,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,130,MALE,14,2.214,169.02,-0.695,Mon,Apr,12,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,67,MALE,13,3.538,122,0.16,Mon,Apr,12,Intermediate,Extended,2020,0,FALSE,FALSE,TRUE
Spring 2017,13,96,MALE,15,3.4,122,0.284,Mon,Apr,12,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,16,MALE,16,2.307,120,0.087,Mon,Apr,12,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2017,13,110,MALE,15,4,134,0.495,Mon,Apr,12,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,77,MALE,14,2.545,135,-0.208,Mon,Apr,12,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,95,MALE,16,3.8,139,0.207,Mon,Apr,12,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,26,FEMALE,16,3.062,128,-0.232,Mon,Apr,12,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,34,MALE,16,3.812,123,0.527,Mon,Apr,12,Intermediate,Extended,2020,0,FALSE,FALSE,TRUE
Spring 2017,13,45,FEMALE,12,2.5,89,-0.817,Mon,Apr,12,Introductory,Junior,2017,0,TRUE,TRUE,FALSE
Spring 2017,13,81,MALE,12,2.666,163,-0.094,Mon,Apr,12,Introductory,Extended,2017,0,FALSE,TRUE,FALSE
Spring 2017,13,75,FEMALE,15,3.8,62,0.533,Mon,Apr,13,Intermediate,Junior,2018,1,TRUE,FALSE,FALSE
Spring 2017,13,83,MALE,13,2.076,133,-0.963,Mon,Apr,13,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,79,FEMALE,16,2.625,150,-0.98,Mon,Apr,13,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,139,FEMALE,20,4,131,0.569,Mon,Apr,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,76,MALE,19,3.375,181,0.122,Mon,Apr,13,Introductory,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,13,75,MALE,9,4,134,0.825,Mon,Apr,13,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,23,MALE,12,2.5,128,-0.448,Mon,Apr,13,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,103,MALE,12,1.25,127,-0.831,Mon,Apr,14,Intermediate,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,13,86,FEMALE,16,3.769,122,0.087,Mon,Apr,14,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,13,36,MALE,13,3.083,167,-0.125,Mon,Apr,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,86,FEMALE,15,3.4,143,0.07,Mon,Apr,14,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,13,57,FEMALE,16,2.8,140,0.219,Mon,Apr,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,41,FEMALE,17,3.571,133,-0.176,Mon,Apr,14,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,13,139,FEMALE,14,3,157,-0.082,Mon,Apr,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,65,FEMALE,16,3.375,143,-0.197,Mon,Apr,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,13,124,FEMALE,15,3.8,123,-0.066,Mon,Apr,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,24,MALE,14,1.928,122,-1.092,Mon,Apr,15,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,13,119,MALE,19,2.875,122,0.069,Mon,Apr,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,13,70,FEMALE,17,2.214,142,-1.169,Mon,Apr,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,12,MALE,17,3.823,124,0.502,Mon,Apr,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,103,FEMALE,12,2.5,89,-0.817,Mon,Apr,16,Introductory,Junior,2017,0,TRUE,TRUE,FALSE
Spring 2017,13,96,MALE,15,3,122,0.048,Mon,Apr,16,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,82,FEMALE,16,2.5,137,-0.373,Mon,Apr,16,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,100,MALE,15,3.6,122,-0.08,Mon,Apr,16,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,13,78,FEMALE,17,4,150,0,Mon,Apr,16,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,46,MALE,13,2,156,-1.048,Mon,Apr,16,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,13,36,MALE,15,2.25,129,-0.789,Mon,Apr,16,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,140,FEMALE,18,3.47,123,-0.301,Mon,Apr,17,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,151,MALE,18,4,151,0,Mon,Apr,17,Introductory,Extended,2018,0,FALSE,FALSE,FALSE
Spring 2017,13,77,MALE,15,2.4,125,-0.944,Mon,Apr,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,83,MALE,9,4,134,0.825,Mon,Apr,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,19,MALE,12,2.857,147,-0.723,Mon,Apr,17,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,98,FEMALE,14,3.571,128,0.306,Mon,Apr,17,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,13,99,MALE,16,3.437,137,-0.12,Mon,Apr,17,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,74,FEMALE,14,3.142,126,-0.58,Mon,Apr,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,74,FEMALE,18,3.111,139,0.292,Mon,Apr,18,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,13,74,FEMALE,16,4,207,0.136,Mon,Apr,18,Advanced,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2017,13,232,FEMALE,16,3.187,124,-0.575,Mon,Apr,18,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,13,53,MALE,17,2.272,122,-0.681,Mon,Apr,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,129,FEMALE,16,2.916,79,-0.008,Mon,Apr,18,Introductory,Junior,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,39,MALE,12,3,122,-0.271,Mon,Apr,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,98,FEMALE,17,2.857,27,0.149,Mon,Apr,18,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Spring 2017,13,71,FEMALE,12,3.333,151,-0.462,Mon,Apr,18,Intermediate,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,13,61,MALE,17,3.117,132,0.204,Mon,Apr,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,31,FEMALE,13,1.846,141,-0.81,Mon,Apr,18,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,57,MALE,15,2.428,111,-0.25,Mon,Apr,18,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2017,13,74,FEMALE,17,3.235,150,-0.172,Mon,Apr,19,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,74,FEMALE,16,3.437,150,0.322,Mon,Apr,19,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,80,MALE,10,2.7,130,-0.492,Mon,Apr,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,21,FEMALE,24,3.4,153,-0.031,Mon,Apr,19,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,77,MALE,15,4,156,0.402,Mon,Apr,19,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,13,67,FEMALE,13,3.384,151,-0.205,Mon,Apr,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,99,FEMALE,13,2.923,40,-0.266,Mon,Apr,19,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Spring 2017,13,14,MALE,15,3.333,120,0.603,Mon,Apr,19,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2017,13,49,MALE,15,2.4,125,-0.944,Mon,Apr,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,63,MALE,15,2.6,127,0.086,Mon,Apr,20,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,13,56,MALE,13,3.615,138,-0.201,Mon,Apr,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,48,FEMALE,15,3.8,124,0.078,Mon,Apr,21,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,13,524,FEMALE,13,2.8,123,-0.752,Tue,Apr,8,Intermediate,Extended,2019,0,FALSE,FALSE,TRUE
Spring 2017,13,101,FEMALE,15,2.416,133,-0.441,Tue,Apr,9,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,54,MALE,15,2.533,133,0.029,Tue,Apr,9,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,47,MALE,14,2.642,124,-0.659,Tue,Apr,9,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,22,MALE,15,2.4,125,-0.944,Tue,Apr,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,31,FEMALE,14,3,138,0.412,Tue,Apr,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,44,MALE,17,3.117,132,0.204,Tue,Apr,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,349,MALE,18,2.285,134,-0.371,Tue,Apr,10,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,36,FEMALE,15,1.533,76,-0.697,Tue,Apr,10,Introductory,Junior,2018,0,FALSE,FALSE,FALSE
Spring 2017,13,115,FEMALE,17,3.764,123,-0.136,Tue,Apr,10,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,336,FEMALE,18,3.666,134,-0.245,Tue,Apr,10,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,81,FEMALE,15,3.8,124,0.078,Tue,Apr,10,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,13,19,MALE,18,3,126,0.074,Tue,Apr,10,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,85,MALE,15,2.857,128,-0.285,Tue,Apr,10,Introductory,Extended,2018,0,FALSE,FALSE,FALSE
Spring 2017,13,60,MALE,12,2.75,141,0.149,Tue,Apr,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,25,MALE,14,2.214,169.02,-0.695,Tue,Apr,11,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,63,MALE,13,3.769,128,0.181,Tue,Apr,11,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,48,MALE,17,3.529,124,-0.034,Tue,Apr,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,64,MALE,11,2.666,132,0.239,Tue,Apr,11,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,61,MALE,12,2.857,147,-0.723,Tue,Apr,11,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,26,FEMALE,16,3.25,123,-0.301,Tue,Apr,11,Intermediate,Extended,2020,0,FALSE,FALSE,TRUE
Spring 2017,13,100,MALE,12,1.833,129,-0.889,Tue,Apr,12,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,26,MALE,16,4,125,0.313,Tue,Apr,12,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,42,MALE,15,2.2,144,-0.28,Tue,Apr,12,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,38,MALE,16,3.437,137,-0.12,Tue,Apr,12,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,55,FEMALE,16,3.312,42,-0.058,Tue,Apr,12,Intermediate,Sophomore,2017,1,TRUE,FALSE,FALSE
Spring 2017,13,42,FEMALE,15,3.5,126,-0.076,Tue,Apr,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,46,MALE,14,2.214,169.02,-0.695,Tue,Apr,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,40,MALE,12,4,27,0,Tue,Apr,14,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Spring 2017,13,78,MALE,10,2.5,123,-0.405,Tue,Apr,14,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,73,MALE,17,3.058,129,-0.286,Tue,Apr,14,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,81,MALE,19,2.8,43,0.54,Tue,Apr,14,Introductory,Sophomore,2018,1,FALSE,TRUE,FALSE
Spring 2017,13,49,FEMALE,20,4,140,0.03,Tue,Apr,14,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,77,MALE,17,3.058,153.99,0.221,Tue,Apr,14,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,13,37,MALE,13,2.076,133,-0.963,Tue,Apr,14,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,52,FEMALE,18,2.933,144,-0.24,Tue,Apr,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,23,MALE,17,3.823,124,0.502,Tue,Apr,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,136,FEMALE,16,2.937,155,-0.012,Tue,Apr,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,44,MALE,13,2,156,-1.048,Tue,Apr,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,13,140,FEMALE,12,2.222,125,-0.431,Tue,Apr,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,48,MALE,12,3,122,-0.271,Tue,Apr,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,13,38,FEMALE,18,2.333,172,-0.658,Tue,Apr,15,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,13,75,FEMALE,14,3,117,-0.281,Tue,Apr,15,Introductory,Senior,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,45,FEMALE,18,3.133,125,-0.867,Tue,Apr,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,13,43,MALE,15,3.4,25,0.144,Tue,Apr,15,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Spring 2017,13,30,FEMALE,13,2.769,127,-0.119,Tue,Apr,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,13,66,MALE,13,3.461,51,0.435,Tue,Apr,15,Introductory,Sophomore,2018,0,TRUE,FALSE,FALSE
Spring 2017,13,121,FEMALE,24,3.4,153,-0.031,Tue,Apr,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,13,121,FEMALE,24,3.4,153,-0.031,Tue,Apr,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
