Semester,Semester_Week,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Month,Hour_of_Day,Course_Level,Class_Standing_BGSU,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT
Spring 2018,7,MALE,15,2,90,-0.447,Tue,Feb,18,Advanced,Senior,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,14,3.333,112,0.214,Tue,Feb,18,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,10,1.6,125,-1.049,Tue,Feb,18,Advanced,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,17,3.357,32,0.401,Tue,Feb,18,Introductory,Sophomore,2018,1,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,17,3.588,122,-0.352,Tue,Feb,18,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,19,3.076,84,0.29,Tue,Feb,18,Introductory,Junior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,3.812,125,0.012,Tue,Feb,19,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,14,2.538,60,0.138,Tue,Feb,19,Introductory,Junior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,16,3.812,124,0.265,Tue,Feb,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,MALE,16,3.6,123,0.03,Tue,Feb,19,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,12,0.857,154,-1.688,Tue,Feb,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,17,3.47,123,-0.107,Tue,Feb,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,16,3.812,112,0.112,Tue,Feb,19,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,18,2.5,111,-0.178,Tue,Feb,19,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,17,3.823,128,0.132,Tue,Feb,20,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,11,1.636,79,-0.899,Tue,Feb,20,Introductory,Junior,2018,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,19,3.368,143,-0.354,Wed,Feb,8,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2018,7,FEMALE,19,3.684,166,0.018,Wed,Feb,8,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,MALE,9,2.666,160,-0.053,Wed,Feb,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,18,3.47,114,-0.215,Wed,Feb,10,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,17,3.375,118,-0.078,Wed,Feb,10,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,14,2.818,144,-0.59,Wed,Feb,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,13,3,153,-0.431,Wed,Feb,11,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,17,2.764,134,-0.45,Wed,Feb,11,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,MALE,16,3.812,122,0.132,Wed,Feb,11,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,16,3.8,122,0.78,Wed,Feb,11,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,20,4,123,0.112,Wed,Feb,11,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,2.823,136,0.071,Wed,Feb,11,Introductory,Extended,2018,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,18,1.75,109,-1.009,Wed,Feb,11,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,13,2.692,133,-0.347,Wed,Feb,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,14,1.818,99,-0.477,Wed,Feb,11,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,21,3.692,131,0.533,Wed,Feb,12,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,MALE,12,2,134,-0.701,Wed,Feb,12,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,15,1.75,59,-0.267,Wed,Feb,12,Intermediate,Sophomore,2018,1,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,14,3.071,128,-0.162,Wed,Feb,13,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,12,2.75,21,-0.25,Wed,Feb,13,Introductory,Freshman,2018,1,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,19,4,113,0,Wed,Feb,13,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,20,4,123,0.112,Wed,Feb,13,Advanced,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,19,3.437,122,0.337,Wed,Feb,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,16,3.5,86,0.756,Wed,Feb,14,Intermediate,Junior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,18,3,40,0.334,Wed,Feb,14,Intermediate,Sophomore,2018,1,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,22,3.526,123,0.42,Wed,Feb,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,MALE,14,3.25,122,0.092,Wed,Feb,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,17,3.357,136,-0.151,Wed,Feb,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,17,3.529,136,-0.009,Wed,Feb,14,Intermediate,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,16,3,121,0.22,Wed,Feb,14,Intermediate,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,21,3.666,210,-0.011,Wed,Feb,14,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,18,2,52,-0.5,Wed,Feb,14,Introductory,Sophomore,2018,1,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,12,3.75,125.36,0.644,Wed,Feb,14,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,MALE,10,3.666,135,0.205,Wed,Feb,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,19,3.368,143,-0.354,Wed,Feb,15,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2018,7,MALE,16,2.75,131,-0.076,Wed,Feb,15,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,15,3.666,137,0.18,Wed,Feb,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,17,2.384,117,-0.216,Wed,Feb,15,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,3.538,128,-0.462,Wed,Feb,15,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,3.307,109,0.307,Wed,Feb,15,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,17,3.823,128,0.132,Wed,Feb,15,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,18,3.6,133,-0.16,Wed,Feb,15,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,18,3.235,122,-0.252,Wed,Feb,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,13,0,8,-1.285,Wed,Feb,15,Introductory,Freshman,2018,1,TRUE,TRUE,FALSE
Spring 2018,7,MALE,16,4,130,0.029,Wed,Feb,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,3.437,135,-0.123,Wed,Feb,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,15,2.4,128,-0.415,Wed,Feb,16,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,10,3.666,135,0.205,Wed,Feb,16,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,15,2.4,107,-0.885,Wed,Feb,16,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,4,157,0,Wed,Feb,16,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,18,2.666,122,0.227,Wed,Feb,16,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,16,4,146,0.101,Wed,Feb,16,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,17,3.428,96,0.081,Wed,Feb,16,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,16,2.823,136,0.071,Wed,Feb,16,Introductory,Extended,2018,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,14,3.214,122,-0.406,Wed,Feb,16,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,15,3.75,147,-0.055,Wed,Feb,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,15,1.733,149,-0.718,Wed,Feb,16,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2018,7,MALE,24,4,126,0,Wed,Feb,17,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,17,3.764,133,-0.086,Wed,Feb,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,16,3.625,130,0.12,Wed,Feb,17,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,13,3.692,111,-0.077,Wed,Feb,17,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,15,2.4,107,-0.885,Wed,Feb,17,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,13,1.857,74,-0.22,Wed,Feb,17,Intermediate,Junior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,15,2.6,126,-0.913,Wed,Feb,17,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,4,107,0.038,Wed,Feb,17,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,14,1.928,96,-0.772,Wed,Feb,17,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,12,1.875,81,-0.501,Wed,Feb,18,Intermediate,Junior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,21,1.941,117,-0.09,Wed,Feb,18,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,12,2.5,122,-0.73,Wed,Feb,18,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,14,2.571,139,0.041,Wed,Feb,18,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2018,7,MALE,15,2.666,45,0.456,Wed,Feb,18,Advanced,Sophomore,2018,1,TRUE,TRUE,FALSE
Spring 2018,7,FEMALE,20,3.571,127.34,-0.102,Wed,Feb,18,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,16,3.8,122,0.78,Wed,Feb,18,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,21,1.941,117,-0.09,Wed,Feb,19,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,16,4,156,0.024,Wed,Feb,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,24,3.75,155,-0.004,Wed,Feb,19,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,14,3,139,-0.201,Wed,Feb,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,14,2.875,125,-0.297,Wed,Feb,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,MALE,17,3.058,148,0.113,Wed,Feb,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,22,3.923,129,0.196,Wed,Feb,20,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,6,3.5,170,0.914,Wed,Feb,21,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,18,3.307,71,0.175,Wed,Feb,21,Introductory,Junior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,17,3.764,133,-0.086,Thu,Feb,8,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,17,2.909,119,1.555,Thu,Feb,8,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,17,0.375,6,0.063,Thu,Feb,9,Introductory,Freshman,2018,1,FALSE,FALSE,FALSE
Spring 2018,7,MALE,14,1.6,107,-1.162,Thu,Feb,9,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,16,3,121,0.22,Thu,Feb,10,Intermediate,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,14,2,119,-0.579,Thu,Feb,10,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,24,3.75,155,-0.004,Thu,Feb,10,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,19,3.6,114,0.575,Thu,Feb,10,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,16,3.6,123,0.03,Thu,Feb,11,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,13,3,153,-0.431,Thu,Feb,11,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,20,4,62,0,Thu,Feb,11,Introductory,Junior,2018,1,FALSE,TRUE,FALSE
Spring 2018,7,MALE,18,2.5,111,-0.178,Thu,Feb,11,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,16,4,135,0.169,Thu,Feb,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,12,2.615,108,-0.062,Thu,Feb,11,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,3.437,148,-0.034,Thu,Feb,12,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,18,3.2,55,0.891,Thu,Feb,12,Introductory,Sophomore,2020,1,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,18,2.888,197,-0.069,Thu,Feb,12,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2018,7,MALE,20,3.062,99,-0.207,Thu,Feb,12,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,16,2.312,120,0.092,Thu,Feb,12,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,16,3.625,124,0.304,Thu,Feb,13,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,4,109,0.189,Thu,Feb,13,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,17,2.058,148,-0.014,Thu,Feb,13,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,15,3.733,125,0.164,Thu,Feb,13,Advanced,Extended,2018,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,13,3.153,165,0.062,Thu,Feb,13,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,12,3,126,-0.454,Thu,Feb,13,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,15,2.933,146,-0.082,Thu,Feb,13,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,13,3.23,49,0.294,Thu,Feb,13,Intermediate,Sophomore,2018,1,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,3.812,107,-0.014,Thu,Feb,13,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,24,3.75,155,-0.004,Thu,Feb,14,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,13,2.692,133,-0.347,Thu,Feb,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,17,3.588,124,-0.24,Thu,Feb,14,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,19,4,122,0.202,Thu,Feb,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,18,3,40,0.334,Thu,Feb,14,Advanced,Sophomore,2018,1,FALSE,TRUE,FALSE
Spring 2018,7,MALE,19,3.6,114,0.575,Thu,Feb,15,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,12,2.75,79,-0.174,Thu,Feb,15,Intermediate,Junior,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,MALE,15,3.2,30,-0.133,Thu,Feb,15,Intermediate,Sophomore,2018,1,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,16,2.187,125,-0.645,Thu,Feb,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,12,3,81,0.484,Thu,Feb,15,Introductory,Junior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,20,3.071,108,-0.522,Thu,Feb,15,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,16,3,61,0,Thu,Feb,15,Intermediate,Junior,2018,1,FALSE,FALSE,FALSE
Spring 2018,7,MALE,15,1.25,128,-1.556,Thu,Feb,15,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,2.5,136,-0.23,Thu,Feb,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,21,4,132,4,Thu,Feb,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,20,3.631,129,0.063,Thu,Feb,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,13,2.615,30,-0.718,Thu,Feb,15,Intermediate,Sophomore,2018,1,FALSE,FALSE,FALSE
Spring 2018,7,MALE,17,3.571,114,-0.165,Thu,Feb,15,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,21,2.333,49,0.467,Thu,Feb,16,Advanced,Sophomore,2019,1,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,16,1.6,50,-1.095,Thu,Feb,16,Advanced,Sophomore,2018,1,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,14,3.461,28,-0.039,Thu,Feb,16,Introductory,Freshman,2018,1,TRUE,TRUE,FALSE
Spring 2018,7,MALE,15,1.142,70,0,Thu,Feb,17,Introductory,Junior,2018,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,16,2.812,122,-0.188,Thu,Feb,17,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,17,3.47,139,-0.28,Thu,Feb,17,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,3.625,126,-0.267,Thu,Feb,17,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,13,0,8,-1.285,Thu,Feb,17,Introductory,Freshman,2018,1,TRUE,TRUE,FALSE
Spring 2018,7,FEMALE,16,2.75,153,-0.11,Thu,Feb,17,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,13,2.8,72,0.422,Thu,Feb,17,Intermediate,Junior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,15,3,24,0.096,Thu,Feb,17,Introductory,Freshman,2018,1,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,12,3.416,122,-0.02,Thu,Feb,17,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,4,109,0.189,Thu,Feb,17,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,16,3,133,-0.284,Thu,Feb,18,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,16,3.812,109,0.171,Thu,Feb,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,19,3.4,125,0.132,Thu,Feb,18,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,22,2.833,135,-0.358,Thu,Feb,18,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,20,3.571,127.34,-0.102,Thu,Feb,18,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,19,4,112,0.151,Thu,Feb,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,12,3,33,-0.625,Thu,Feb,18,Advanced,Sophomore,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,14,4,122,0.15,Thu,Feb,18,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,15,3.5,122,-0.335,Thu,Feb,18,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,16,3.812,125,0.012,Thu,Feb,19,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,18,3.352,124,0.013,Thu,Feb,19,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,16,4,107,0,Thu,Feb,19,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,14,3.333,112,0.214,Thu,Feb,19,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,16,4,124,0,Thu,Feb,19,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,11,1.636,79,-0.899,Thu,Feb,20,Introductory,Junior,2018,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,16,2.142,96,-0.511,Thu,Feb,21,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,13,2.25,125,-0.596,Fri,Feb,9,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,12,3,33,-0.625,Fri,Feb,9,Intermediate,Sophomore,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,19,3.368,143,-0.354,Fri,Feb,10,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2018,7,MALE,15,2.933,146,-0.082,Fri,Feb,10,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,9,2.666,160,-0.053,Fri,Feb,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,19,3.6,114,0.575,Fri,Feb,10,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,17,3.375,118,-0.078,Fri,Feb,10,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,16,3.538,145,-0.051,Fri,Feb,10,Intermediate,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,15,2.4,142,-1.066,Fri,Feb,10,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2018,7,FEMALE,28,4,126,0.085,Fri,Feb,10,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,21,3.666,210,-0.011,Fri,Feb,11,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,16,2.823,136,0.071,Fri,Feb,11,Introductory,Extended,2018,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,17,3.916,125,0.053,Fri,Feb,11,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,18,2.5,111,-0.178,Fri,Feb,11,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,14,1,106,-1.852,Fri,Feb,12,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,10,0,9,-0.714,Fri,Feb,12,Introductory,Freshman,2018,1,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,14,3.571,49,0.275,Fri,Feb,12,Introductory,Sophomore,2018,1,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,18,3.4,133,0.137,Fri,Feb,12,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,15,2.6,128,0.129,Fri,Feb,12,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,13,3.076,129,0.037,Fri,Feb,13,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,15,3.8,124,3.8,Fri,Feb,13,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,12,1.75,132,-0.763,Fri,Feb,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,20,2.333,86,-0.602,Fri,Feb,13,Advanced,Junior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,16,3.076,89,0.24,Fri,Feb,13,Intermediate,Junior,2018,1,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,18,3.571,111,0.349,Fri,Feb,13,Advanced,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2018,7,FEMALE,11,2.909,128,-0.356,Fri,Feb,13,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,15,2.666,45,0.456,Fri,Feb,13,Advanced,Sophomore,2018,1,TRUE,TRUE,FALSE
Spring 2018,7,FEMALE,17,3.285,131,-0.337,Fri,Feb,13,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,16,3,101,0.48,Fri,Feb,13,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,17,2.647,31,-0.103,Fri,Feb,13,Introductory,Sophomore,2018,1,TRUE,TRUE,FALSE
Spring 2018,7,FEMALE,18,3.352,124,0.013,Fri,Feb,14,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,FEMALE,1,0,98,-3.833,Fri,Feb,14,Advanced,Senior,2018,0,TRUE,FALSE,FALSE
Spring 2018,7,MALE,16,3.6,123,0.03,Fri,Feb,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,13,2.692,133,-0.347,Fri,Feb,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2018,7,MALE,12,2.75,155,0.57,Fri,Feb,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,17,3.812,112,0.262,Fri,Feb,16,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2018,7,MALE,15,3,24,0.096,Sun,Feb,17,Introductory,Freshman,2018,1,TRUE,FALSE,FALSE
Spring 2018,7,FEMALE,18,2.8,26,-0.1,Sun,Feb,17,Introductory,Freshman,2018,1,TRUE,FALSE,FALSE
